OP,Phosphorus monoxide,,,-28.5,,,-51.9,,,222.8
OPb,Lead(II) oxide (massicot),-217.3,,,-187.9,,,68.7,,
OPb,Lead(II) oxide (litharge),-219.0,,,-188.9,,,66.5,,
OPd,Palladium(II) oxide,-85.4,,348.9,,,325.9,,,218.0
ORa,Radium oxide,-523.0,,,,,,,,
ORb2,Rubidium oxide,-339.0,,,,,,,,
ORh,Rhodium monoxide,,,385.0,,,,,,
OS,Sulfur monoxide,,,6.3,,,-19.9,,,222.0
OSe,Selenium monoxide,,,53.4,,,26.8,,,234.0
OSi,Silicon monoxide,,,-99.6,,,-126.4,,,211.6
OSn,Tin(II) oxide,-280.7,,15.1,-251.9,,-8.4,57.2,,232.1
OSr,Strontium oxide,-592.0,,,-561.9,,,54.4,,
OTi,Titanium(II) oxide,-519.7,,,-495.0,,,50.0,,
OTl2,Thallium(I) oxide,-178.7,,,-147.3,,,126.0,,
OU,Uranium(II) oxide,,,21.0,,,,,,
OV,Vanadium(II) oxide,-431.8,,,-404.2,,,38.9,,
OZn,Zinc oxide,-350.5,,,-320.5,,,43.7,,
O2,Oxygen,,,0.0,,,,,,205.2
O2P,Phosphorus dioxide,,,-279.9,,,-281.6,,,252.1
O2Pb,Lead(IV) oxide,-277.4,,,-217.3,,,68.6,,
O2Rb,Rubidium superoxide,-278.7,,,,,,,,
O2Rb2,Rubidium peroxide,-472.0,,,,,,,,
O2Ru,Ruthenium(IV) oxide,-305.0,,,,,,,,
O2S,Sulfur dioxide,,-320.5,-296.8,,,-300.1,,,248.2
O2Se,Selenium dioxide,-225.4,,,,,,,,
O2Si,Silicon dioxide (α-quartz),-910.7,,-322.0,-856.3,,,41.5,,
O2Te,Tellurium dioxide,-322.6,,,-270.3,,,79.5,,
O2Th,Thorium(IV) oxide,-1226.4,,,-1169.2,,,65.2,,
O2Ti,Titanium(IV) oxide,-944.0,,,-888.8,,,50.6,,
O2U,Uranium(IV) oxide,-1085.0,,-465.7,-1031.8,,-471.5,77.0,,274.6
O2W,Tungsten(IV) oxide,-589.7,,,-533.9,,,50.5,,
O2Zr,Zirconium(IV) oxide,-1100.6,,,-1042.8,,,50.4,,
O3,Ozone,,,142.7,,,163.2,,,238.9
O3PbS,Lead(II) sulfite,-669.9,,,,,,,,
O3PbSi,Lead(II) metasilicate,-1145.7,,,-1062.1,,,109.6,,
O3Pr2,Praseodymium oxide,-1809.6,,,,,,,,
O3Rh2,Rhodium(III) oxide,-343.0,,,,,,,,
O3S,Sulfur trioxide,-454.5,-441.0,-395.7,-374.2,-373.8,-371.1,70.7,113.8,256.8
O3Sc2,Scandium oxide,-1908.8,,,-1819.4,,,77.0,,
O3SiSr,Strontium metasilicate,-1633.9,,,-1549.7,,,96.7,,
O3Sm2,Samarium(III) oxide,-1823.0,,,-1734.6,,,151.0,,
O3Tb2,Terbium oxide,-1865.2,,,,,,,,
O3Ti2,Titanium(III) oxide,-1520.9,,,-1434.2,,,78.8,,
O3Tm2,Thulium oxide,-1888.7,,,-1794.5,,,139.7,,
O3U,Uranium(VI) oxide,-1223.8,,,-1145.7,,,96.1,,
O3V2,Vanadium(III) oxide,-1218.8,,,-1139.3,,,98.3,,
O3W,Tungsten(VI) oxide,-842.9,,,-764.0,,,75.9,,
O3Y2,Yttrium oxide,-1905.3,,,-1816.6,,,99.1,,
O3Yb2,Ytterbium(III) oxide,-1814.6,,,-1726.7,,,133.1,,
O4Os,Osmium(VIII) oxide,-394.1,,-337.2,-304.9,,-292.8,143.9,,293.8
O4PbS,Lead(II) sulfate,-920.0,,,-813.0,,,148.5,,
O4PbSe,Lead(II) selenate,-609.2,,,-504.9,,,167.8,,
O4Pb2Si,Lead(II) orthosilicate,-1363.1,,,-1252.6,,,186.6,,
O4Pb3,"Lead(II,II,IV) oxide",-718.4,,,-601.2,,,211.3,,
O4RaS,Radium sulfate,-1471.1,,,-1365.6,,,138.0,,
O4Rb2S,Rubidium sulfate,-1435.6,,,-1316.9,,,197.4,,
O4Ru,Ruthenium(VIII) oxide,-239.3,,,-152.2,,,146.4,,
O4SSr,Strontium sulfate,-1453.1,,,-1340.9,,,117.0,,
O4STl2,Thallium(I) sulfate,-931.8,,,-830.4,,,230.5,,
O4SZn,Zinc sulfate,-982.8,,,-871.5,,,110.5,,
O4SiSr2,Strontium orthosilicate,-2304.5,,,-2191.1,,,153.1,,
O4SiZn2,Zinc orthosilicate,-1636.7,,,-1523.2,,,131.4,,
O4SiZr,Zirconium(IV) orthosilicate,-2033.4,,,-1919.1,,,84.1,,
O5Sb2,Antimony(V) oxide,-971.9,,,-829.2,,,125.1,,
O5Ta2,Tantalum(V) oxide,-2046.0,,,-1911.2,,,143.1,,
O5Ti3,"Titanium(III,IV) oxide",-2459.4,,,-2317.4,,,129.3,,
O5V2,Vanadium(V) oxide,-1550.6,,,-1419.5,,,131.0,,
O5V3,"Vanadium(III,IV) oxide",-1933.0,,,-1803.0,,,163.0,,
O7Re2,Rhenium(VII) oxide,-1240.1,,-1100.0,-1066.0,,-994.0,207.1,,452.0
O7U3,"Uranium(IV,VI) oxide",-3427.1,,,-3242.9,,,250.5,,
O8U3,"Uranium(V,VI) oxide",-3574.8,,,-3369.5,,,282.6,,
O9U4,"Uranium(IV,V) oxide",-4510.4,,,-4275.1,,,334.1,,
Os,Osmium,0.0,,791.0,,,745.0,32.6,,192.6
P,Phosphorus (white),0.0,,316.5,,,280.1,41.1,,163.2
P,Phosphorus (red),-17.6,,,,,,22.8,,
P,Phosphorus (black),-39.3,,,,,,,,
2.0,Diphosphorus,,,144.0,,,103.5,,,218.1
4.0,Tetraphosphorus,,,58.9,,,24.4,,,280.0
Pa,Protactinium,0.0,,607.0,,,563.0,51.9,,198.1
Pb,Lead,0.0,,195.2,,,162.2,64.8,,175.4
PbS,Lead(II) sulfide,-100.4,,,-98.7,,,91.2,,
PbSe,Lead(II) selenide,-102.9,,,-101.7,,,102.5,,
PbTe,Lead(II) telluride,-70.7,,,-69.5,,,110.0,,
Pd,Palladium,0.0,,378.2,,,339.7,37.6,,167.1
PdS,Palladium(II) sulfide,-75.0,,,-67.0,,,46.0,,
Pm,Promethium,0.0,,,,,,,,187.1
Po,Polonium,0.0,,,,,,,,
Pr,Praseodymium,0.0,,355.6,,,320.9,73.2,,189.8
Pt,Platinum,0.0,,565.3,,,520.5,41.6,,192.4
PtS,Platinum(II) sulfide,-81.6,,,-76.1,,,55.1,,
PtS2,Platinum(IV) sulfide,-108.8,,,-99.6,,,74.7,,
Pu,Plutonium,0.0,,,,,,,,
Ra,Radium,0.0,,159.0,,,130.0,71.0,,176.5
Rb,Rubidium,0.0,,80.9,,,53.1,76.8,,170.1
Re,Rhenium,0.0,,769.9,,,724.6,36.9,,188.9
Rh,Rhodium,0.0,,556.9,,,510.8,31.5,,185.8
Rn,Radon,,,0.0,,,,,,176.2
Ru,Ruthenium,0.0,,642.7,,,595.8,28.5,,186.5
S,Sulfur (rhombic),0.0,,277.2,,,236.7,32.1,,167.8
S,Sulfur (monoclinic),0.3,,,,,,,,
SSi,Silicon monosulfide,,,112.5,,,60.9,,,223.7
SSn,Tin(II) sulfide,-100.0,,,-98.3,,,77.0,,
SSr,Strontium sulfide,-472.4,,,-467.8,,,68.2,,
STl2,Thallium(I) sulfide,-97.1,,,-93.7,,,151.0,,
SZn,Zinc sulfide (wurtzite),-192.6,,,,,,,,
SZn,Zinc sulfide (sphalerite),-206.0,,,-201.3,,,57.7,,
S2,Disulfur,,,128.6,,,79.7,,,228.2
Sb,Antimony,0.0,,262.3,,,222.1,45.7,,180.3
Sb2,Diantimony,,,235.6,,,187.0,,,254.9
Sc,Scandium,0.0,,377.8,,,336.0,34.6,,174.8
Se,Selenium,0.0,,227.1,,,187.0,42.4,,176.7
SeSr,Strontium selenide,-385.8,,,,,,,,
SeTl2,Thallium(I) selenide,-59.0,,,-59.0,,,172.0,,
SeZn,Zinc selenide,-163.0,,,-163.0,,,84.0,,
Si,Silicon,0.0,,450.0,,,405.5,18.8,,168.0
Si2,Disilicon,,,594.0,,,536.0,,,229.9
Sm,Samarium,0.0,,206.7,,,172.8,69.6,,183.0
Sn,Tin (white),0.0,,301.2,,,266.2,51.2,,168.5
Sn,Tin (gray),-2.1,,,0.1,,,44.1,,
Sr,Strontium,0.0,,164.4,,,130.9,55.0,,164.6
Ta,Tantalum,0.0,,782.0,,,739.3,41.5,,185.2
Tb,Terbium,0.0,,388.7,,,349.7,73.2,,203.6
Tc,Technetium,0.0,,678.0,,,,,,181.1
Te,Tellurium,0.0,,196.7,,,157.1,49.7,,182.7
Te2,Ditellurium,,,168.2,,,118.0,,,268.1
Th,Thorium,0.0,,602.0,,,560.7,51.8,,190.2
Ti,Titanium,0.0,,473.0,,,428.4,30.7,,180.3
Tl,Thallium,0.0,,182.2,,,147.4,64.2,,181.0
Tm,Thulium,0.0,,232.2,,,197.5,74.0,,190.1
U,Uranium,0.0,,533.0,,,488.4,50.2,,199.8
V,Vanadium,0.0,,514.2,,,754.4,28.9,,182.3
W,Tungsten,0.0,,849.4,,,807.1,32.6,,174.0
Xe,Xenon,,,0.0,,,,,,169.7
Y,Yttrium,0.0,,421.3,,,381.1,44.4,,179.5
Yb,Ytterbium,0.0,,152.3,,,118.4,59.9,,173.1
Zn,Zinc,0.0,,130.4,,,94.8,41.6,,161.0
Zr,Zirconium,0.0,,608.8,,,566.5,39.0,,181.4
C,Carbon (graphite),0.0,,716.7,,,671.3,5.7,,158.1
C,Carbon (diamond),1.9,,,2.9,,,2.4,,
CAgN,Silver(I) cyanide,146.0,,,156.9,,,107.2,,
CAg2O3,Silver(I) carbonate,-505.8,,,-436.8,,,167.4,,
CBaO3,Barium carbonate,-1213.0,,,-1134.4,,,112.1,,
CBeO3,Beryllium carbonate,-1025.0,,,,,,52.0,,
CBrClF2,Bromochlorodifluoro-methane,,,,,,,,,318.5
CBrCl2F,Bromodichlorofluoro-methane,,,,,,,,,330.6
CBrCl3,Bromotrichloromethane,,,-41.1,,,,,,
CBrF3,Bromotrifluoromethane,,,-648.3,,,,,,
CBrN,Cyanogen bromide,140.5,,186.2,,,165.3,,,248.3
CBrN3O6,Bromotrinitromethane,,32.5,80.3,,,,,,
CBr2ClF,Dibromochlorofluoro-methane,,,,,,,,,342.8
CBr2Cl2,Dibromodichloromethane,,,,,,,,,347.8
CBr2F2,Dibromodifluoromethane,,,,,,,,,325.3
CBr2O,Carbonyl bromide,,-127.2,-96.2,,,-110.9,,,309.1
CBr3Cl,Tribromochloromethane,,,,,,,,,357.8
CBr3F,Tribromofluoromethane,,,,,,,,,345.9
CCaO3,Calcium carbonate (calcite),-1207.6,,,-1129.1,,,91.7,,
CCaO3,Calcium carbonate (aragonite),-1207.8,,,-1128.2,,,88.0,,
CCdO3,Cadmium carbonate,-750.6,,,-669.4,,,92.5,,
CClFO,Carbonyl chloride fluoride,,,,,,,,,276.7
CClF3,Chlorotrifluoromethane,,,-706.3,,,,,,
CClN,Cyanogen chloride,,112.1,138.0,,,131.0,,,236.2
CClN3O6,Chlorotrinitromethane,,-27.1,18.4,,,,,,
CCl2F2,Dichlorodifluoromethane,,,-477.4,,,-439.4,,,300.8
CCl2O,Carbonyl chloride,,,-219.1,,,-204.9,,,283.5
CCl3,Trichloromethyl,,,59.0,,,,,,
CCl3F,Trichlorofluoromethane,,-301.3,-268.3,,-236.8,,,225.4,
CCl4,Tetrachloromethane,,-128.2,-95.7,,,,,,
CCoO3,Cobalt(II) carbonate,-713.0,,,,,,,,
CCs2O3,Cesium carbonate,-1139.7,,,-1054.3,,,204.5,,
CCuN,Copper(I) cyanide,96.2,,,111.3,,,84.5,,
CFN,Cyanogen fluoride,,,,,,,,,224.7
CF2O,Carbonyl fluoride,,,-639.8,,,,,,
CF3,Trifluoromethyl,,,-477.0,,,-464.0,,,264.5
CF3I,Trifluoroiodomethane,,,-587.8,,,,,,307.4
CF4,Tetrafluoromethane,,,-933.6,,,,,,261.6
CFeO3,Iron(II) carbonate,-740.6,,,-666.7,,,92.9,,
CFe3,Iron carbide,25.1,,,20.1,,,104.6,,
CH,Methylidyne,,,595.8,,,,,,
CHBrClF,Bromochlorofluoromethane,,,,,,,,,304.3
CHBrCl2,Bromodichloromethane,,,,,,,,,316.4
CHBrF2,Bromodifluoromethane,,,-424.9,,,,,,295.1
CHBr2Cl,Chlorodibromomethane,,,,,,,,,327.7
CHBr2F,Dibromofluoromethane,,,,,,,,,316.8
CHBr3,Tribromomethane,,-22.3,23.8,,-5.0,8.0,,220.9,330.9
CHClF2,Chlorodifluoromethane,,,-482.6,,,,,,280.9
CHCl2F,Dichlorofluoromethane,,,,,,,,,293.1
CHCl3,Trichloromethane,,-134.1,-102.7,,-73.7,6.0,,201.7,295.7
CHCsO3,Cesium hydrogen carbonate,-966.1,,,,,,,,
CHFO,Formyl fluoride,,,,,,,,,246.6
CHF3,Trifluoromethane,,,-695.4,,,,,,259.7
CHI3,Triiodomethane,-181.1,,251.0,,,,,,356.2
CHKO2,Potassium formate,-679.7,,,,,,,,
CHKO3,Potassium hydrogen carbonate,-963.2,,,-863.5,,,115.5,,
CHN,Hydrogen cyanide,,108.9,135.1,,125.0,124.7,,112.8,201.8
CHNO,Isocyanic acid (HNCO),,,,,,,,,238.0
CHNS,Isothiocyanic acid,,,127.6,,,113.0,,,247.8
CHN3O6,Trinitromethane,,-32.8,-0.2,,,,,,
CHNaO2,Sodium formate,-666.5,,,-599.9,,,103.8,,
CHO,Oxomethyl (HCO),,,43.1,,,28.0,,,224.7
CH2,Methylene,,,390.4,,,372.9,,,194.9
CH2BrCl,Bromochloromethane,,,,,,,,,287.6
CH2BrF,Bromofluoromethane,,,,,,,,,276.3
CH2Br2,Dibromomethane,,,,,,,,,293.2
CH2ClF,Chlorofluoromethane,,,,,,,,,264.4
CH2Cl2,Dichloromethane,,-124.2,-95.4,,,,,177.8,270.2
CH2F2,Difluoromethane,,,-452.3,,,,,,246.7
CH2I2,Diiodomethane,,68.5,119.5,,90.4,95.8,,174.1,309.7
CH2N2,Diazomethane,,,,,,,,,242.9
CH2N2,Cyanamide,58.8,,,,,,,,
CH2N2O4,Dinitromethane,,-104.9,-58.9,,,,,,
CH2O,Formaldehyde,,,-108.6,,,-102.5,,,218.8
(CH2O)x,Paraformaldehyde,-177.6,,,,,,,,
CH2O2,Formic acid,,-425.0,-378.7,,-361.4,,,129.0,
CH2S3,Trithiocarbonic acid,,24.0,,,,,,,
CH3,Methyl,,,145.7,,,147.9,,,194.2
CH3BO,Borane carbonyl,,,-111.2,,,-92.9,,,249.4
CH3Br,Bromomethane,,-59.8,-35.4,,,-26.3,,,246.4
CH3Cl,Chloromethane,,,-81.9,,,,,,234.6
CH3F,Fluoromethane,,,,,,,,,222.9
CH3I,Iodomethane,,-13.6,14.4,,,,,163.2,254.1
CH3NO,Formamide,,-254.0,-193.9,,,,,,
CH3NO2,Nitromethane,,-112.6,-74.3,,-14.4,-6.8,,171.8,275.0
CH3NO2,Methyl nitrite,,,-66.1,,,,,,
CH3NO3,Methyl nitrate,,-156.3,-122.4,,-43.4,-39.2,,217.1,318.5
CH4,Methane,,,-74.6,,,-50.5,,,186.3
CH4N2,Ammonium cyanide,0.4,,,,,,,,
CH4N2O,Urea,-333.1,,-245.8,,,,,,
CH4N2S,Thiourea,-89.1,,22.9,,,,,,
CH4N4O2,Nitroguanidine,-92.4,,,,,,,,
CH4O,Methanol,,-239.2,-201.0,,-166.6,-162.3,,126.8,239.9
CH4S,Methanethiol,,-46.7,-22.9,,-7.7,-9.3,,169.2,255.2
CH5N,Methylamine,,-47.3,-22.5,,35.7,32.7,,150.2,242.9
CH5NO3,Ammonium hydrogen carbonate,-849.4,,,-665.9,,,120.9,,
CH5N3,Guanidine,-56.0,,,,,,,,
CH5N3S,Hydrazinecarbothioamide,24.7,,,,,,,,
CH5N5O2,3-Amino-1-nitroguanidine,22.1,,,,,,,,
CH6ClN,Methylamine hydrochloride,-298.1,,,,,,,,
CH6N2,Methylhydrazine,,54.2,94.7,,180.0,187.0,,165.9,278.8
CH6Si,Methylsilane,,,,,,,,,256.5
CHg2O3,Mercury(I) carbonate,-553.5,,,-468.1,,,180.0,,
CIN,Cyanogen iodide,166.2,,225.5,185.0,,196.6,96.2,,256.8
CKN,Potassium cyanide,-113.0,,,-101.9,,,128.5,,
CKNS,Potassium thiocyanate,-200.2,,,-178.3,,,124.3,,
CK2O3,Potassium carbonate,-1151.0,,,-1063.5,,,155.5,,
CLi2O3,Lithium carbonate,-1215.9,,,-1132.1,,,90.4,,
CMgO3,Magnesium carbonate,-1095.8,,,-1012.1,,,65.7,,
CMnO3,Manganese(II) carbonate,-894.1,,,-816.7,,,85.8,,
CN,Cyanide,,,437.6,,,407.5,,,202.6
CNNa,Sodium cyanide,-87.5,,,-76.4,,,115.6,,
CNNaO,Sodium cyanate,-405.4,,,-358.1,,,96.7,,
CN4O8,Tetranitromethane,,38.4,88.3,,,,,,
CNa2O3,Sodium carbonate,-1130.7,,,-1044.4,,,135.0,,
CO,Carbon monoxide,,,-110.5,,,-137.2,,,197.7
COS,Carbon oxysulfide,,,-142.0,,,-169.2,,,231.6
CO2,Carbon dioxide,,,-393.5,,,-394.4,,,213.8
CO3Pb,Lead(II) carbonate,-699.1,,,-625.5,,,131.0,,
CO3Rb2,Rubidium carbonate,-1136.0,,,-1051.0,,,181.3,,
CO3Sr,Strontium carbonate,-1220.1,,,-1140.1,,,97.1,,
CO3Tl2,Thallium(I) carbonate,-700.0,,,-614.6,,,155.2,,
CO3Zn,Zinc carbonate,-812.8,,,-731.5,,,82.4,,
CS,Carbon sulfide,,,234.0,,,184.0,,,210.6
CS2,Carbon disulfide,,89.0,116.7,,64.6,67.1,,151.3,237.8
CSe2,Carbon diselenide,,164.8,,,,,,,
CSi,Silicon carbide (cubic),-65.3,,,-62.8,,,16.6,,
CSi,Silicon carbide (hexagonal),-62.8,,,-60.2,,,16.5,,
C2,Dicarbon,,,831.9,,,775.9,,,199.4
C2BrF5,Bromopentafluoroethane,,,-1064.4,,,,,,
C2Br2ClF3,"1,2-Dibromo-1-chloro-1,2,2-trifluoroethane",,-691.7,-656.6,,,,,,
C 2 Br 2 F 4,"1,2-Dibromotetrafluoro-ethane",,-817.7,-789.1,,,,,,
C2Br4,Tetrabromoethylene,,,,,,,,,387.1
C2Br6,Hexabromoethane,,,,,,,,,441.9
C2Ca,Calcium carbide,-59.8,,,-64.9,,,70.0,,
C2CaN2,Calcium cyanide,-184.5,,,,,,,,
C2CaO4,Calcium oxalate,-1360.6,,,,,,,,
C2ClF3,Chlorotrifluoroethylene,,-522.7,-505.5,,,-523.8,,,322.1
C2ClF5,Chloropentafluoroethane,,,-1118.8,,,,,,
C2Cl2F4,"1,2-Dichlorotetrafluoro-ethane",,-960.2,-937.0,,,,,,
C2Cl2O2,Ethanedioyl dichloride,,-367.6,-335.8,,,,,,
C2Cl3F3,"1,1,2-Trichlorotrifluoro-ethane",,-745.0,-716.8,,,,,,
C2Cl3N,Trichloroacetonitrile,,,,,,,,,336.6
C2Cl4,Tetrachloroethylene,,-50.6,-10.9,,3.0,,,266.9,
C2Cl4F2,"1,1,2,2-Tetrachloro-1,2-difluoroethane",,,,,,,,,
C2Cl4O,Trichloroacetyl chloride,,-280.8,-239.8,,,,,,
C2Cl6,Hexachloroethane,-202.8,,-143.6,,,,237.3,,
C2F3N,Trifluoroacetonitrile,,,-497.9,,,,,,298.1
C2F4,Tetrafluoroethylene,-820.5,,-658.9,,,,,,300.1
C2F6,Hexafluoroethane,,,-1344.2,,,,,,332.3
C2HBr,Bromoacetylene,,,,,,,,,253.7
C2HBrClF3,"1-Bromo-2-chloro-1,1,2-trifluoroethane",,-675.3,-644.8,,,,,,
C2HBrClF3,"2-Bromo-2-chloro-1,1,1-trifluoroethane",,-720.0,-690.4,,,,,,
C2HCl,Chloroacetylene,,,,,,,,,242.0
C2HClF2,"1-Chloro-2,2-difluoro-ethylene",,,-315.5,,,-289.1,,,303.0
C2HCl2F,"1,1-Dichloro-2-fluoro-ethylene",,,,,,,,,313.9
C2HCl2F3,"2,2-Dichloro-1,1,1-trifluoroethane",,,,,,,,,352.8
C2HCl3,Trichloroethylene,,-43.6,-9.0,,,,,228.4,324.8
C2HCl3O,Trichloroacetaldehyde,,-234.5,-196.6,,,,,,
C2HCl3O,Dichloroacetyl chloride,,-280.4,-241.0,,,,,,
C2HCl3O2,Trichloroacetic acid,-503.3,,,,,,,,
C2HCl5,Pentachloroethane,,-187.6,-142.0,,,,,,
C2HF,Fluoroacetylene,,,,,,,,,231.7
C2HF3,Trifluoroethylene,,,-490.5,,,,,,
C2HF3O2,Trifluoroacetic acid,,-1069.9,-1031.4,,,,,,
C2HF5,Pentafluoroethane,,,-1100.4,,,,,,
C2H2,Acetylene,,,227.4,,,209.9,,,200.9
C2H2BrF3,"2-Bromo-1,1,1-trifluoroethane",,,-694.5,,,,,,
C2H2Br2,"cis-1,2-Dibromoethylene",,,,,,,,,311.3
C2H2Br2,"trans-1,2-Dibromoethylene",,,,,,,,,313.5
C2H2Br2Cl2,"1,2-Dibromo-1,2-dichloroethane",,,-36.9,,,,,,
C2H2Br4,"1,1,2,2-Tetrabromoethane",,,,,,,,,
C2H2ClF3,"2-Chloro-1,1,1-trifluoroethane",,,,,,,,,326.5
C2H2Cl2,"1,1-Dichloroethylene",,-23.9,2.8,,24.1,25.4,,201.5,289.0
C2H2Cl2,"cis-1,2-Dichloroethylene",,-26.4,4.6,,,,,198.4,289.6
C2H2Cl2,"trans-1,2-Dichloroethylene",,-24.3,5.0,,27.3,28.6,,195.9,290.0
C2H2Cl2O,Chloroacetyl chloride,,-283.7,-244.8,,,,,,
C2H2Cl2O2,Dichloroacetic acid,,-496.3,,,,,,,
C2H2Cl4,"1,1,1,2-Tetrachloroethane",,,,,,,,,356.0
C2H2Cl4,"1,1,2,2-Tetrachloroethane",,-195.0,-149.2,,,,,246.9,362.8
C2H2F2,"1,1-Difluoroethylene",,,-335.0,,,,,,266.2
C2H2F2,"cis-1,2-Difluoroethylene",,,,,,,,,268.3
C2H2F3I,"1,1,1-Trifluoro-2-iodoethane",,,-644.5,,,,,,
C2H2I2,"cis-1,2-Diiodoethylene",,,-207.4,,,,,,
C2H2O,Ketene,,-67.9,-47.5,,,-48.3,,,247.6
C2H2O2,Glyoxal,,,-212.0,,,,,,
C2H2O4,Oxalic acid,-821.7,,-723.7,,,,109.8,,
C2H2O4Sr,Strontium formate,-1393.3,,,,,,,,
C2H2S2,Thiirene,,,300.0,,,275.8,,,255.3
C2H3Br,Bromoethylene,,,79.2,,,81.8,,,275.8
C2H3BrO,Acetyl bromide,,-223.5,-190.4,,,,,,
C2H3Cl,Chloroethylene,-94.1,14.6,37.2,,,53.6,,,264.0
C2H3ClF2,"1-Chloro-1,1-difluoroethane",,,,,,,,,307.2
C2H3ClO,Acetyl chloride,,-272.9,-242.8,,-208.0,-205.8,,200.8,295.1
C2H3ClO2,Chloroacetic acid,-510.5,,-435.2,,,,,,
C2H3Cl2F,"1,1-Dichloro-1-fluoroethane",,,,,,,,,320.2
C2H3Cl3,"1,1,1-Trichloroethane",,-177.4,-144.4,,,,,227.4,323.1
C2H3Cl3,"1,1,2-Trichloroethane",,-190.8,-151.3,,,,,232.6,337.2
C2H3F,Fluoroethylene,,,-138.8,,,,,,
C2H3FO,Acetyl fluoride,,-467.2,-442.1,,,,,,
C2H3F3,"1,1,1-Trifluoroethane",,,-744.6,,,,,,279.9
C2H3F3,"1,1,2-Trifluoroethane",,,-730.7,,,,,,
C2H3F3O,"2,2,2-Trifluoroethanol",,-932.4,-888.4,,,,,,
C2H3I,Iodoethylene,,,,,,,,,285.0
C2H3IO,Acetyl iodide,,-163.5,-126.4,,,,,,
C2H3KO2,Potassium acetate,-723.0,,,,,,,,
C2H3N,Acetonitrile,,40.6,74.0,,86.5,91.9,,149.6,243.4
C2H3N,Isocyanomethane,,130.8,163.5,,159.5,165.7,,159.0,246.9
C2H3NO,Methylisocyanate,,-92.0,,,,,,,
C2H3NO3,Oxamic acid,-661.2,,-552.3,,,,,,
C2H3NS,Methyl isothiocyanate,79.4,,,,,,,,
C2H3NaO2,Sodium acetate,-708.8,,,-607.2,,,123.0,,
C2H4,Ethylene,,,52.4,,,68.4,,,219.3
C2H4BrCl,1-Bromo-2-chloroethane,,,,,,,,,
C2H4Br2,"1,1-Dibromoethane",,-66.2,,,,,,,327.7
C2H4Br2,"1,2-Dibromoethane",,-79.2,-37.5,,,,,223.3,
C2H4ClF,1-Chloro-1-fluoroethane,,,-313.4,,,,,,
C2H4Cl2,"1,1-Dichloroethane",,-158.4,-127.7,,-73.8,-70.8,,211.8,305.1
C2H4Cl2,"1,2-Dichloroethane",,-166.8,-126.4,,,,,,308.4
C2H4I2,"1,2-Diiodoethane",9.3,,75.0,,,,,,
C2H4N2O2,Oxamide,-504.4,,-387.1,,,,,,
C2H4N2O2,"Ethanedial, dioxime",-90.5,,,,,,,,
C2H4N2O4,"1,1-Dinitroethane",,-148.2,,,,,,,
C2H4N2O4,"1,2-Dinitroethane",,-165.2,,,,,,,
C2H4N2S2,Ethanedithioamide,-20.8,,83.0,,,,,,
C2H4N4,"1 H-1,2,4-Triazol-3-amine",76.8,,,,,,,,
C2H4O,Acetaldehyde,,-192.2,-166.2,,-127.6,-133.0,,160.2,263.8
C2H4O,Ethylene oxide,,-78.0,-52.6,,-11.8,-13.0,,153.9,242.5
C2H4OS,Thioacetic acid,,-216.9,-175.1,,,,,,
C2H4O2,Acetic acid,,-484.3,-432.2,,-389.9,-374.2,,159.8,283.5
C2H4O2,Methyl formate,,-386.1,-357.4,,,,,,285.3
C2H4S,Thiirane,,51.6,82.0,,,96.8,,,255.2
C2H4Si,Ethynylsilane,,,,,,,,,269.4
C2H5Br,Bromoethane,,-90.5,-61.9,,-25.8,-23.9,,198.7,286.7
C2H5Cl,Chloroethane,,-136.8,-112.1,,-59.3,-60.4,,190.8,276.0
C2H5ClO,Ethylene chlorohydrin,,-295.4,,,,,,,
C2H5F,Fluoroethane,,,,,,,,,264.5
C2H5I,Iodoethane,,-40.0,-8.1,,14.7,19.2,,211.7,306.0
C2H5N,Ethyleneimine,,91.9,126.5,,,,,,
C2H5NO,Acetamide,-317.0,,-238.3,,,,115.0,,
C2H5NO,N-Methylformamide,,,,,,,,,
C2H5NO2,Nitroethane,,-143.9,-102.3,,,,,,
C2H5NO2,Glycine,-528.5,,-392.1,,,,,,
C2H5NO3,2-Nitroethanol,,-350.7,,,,,,,
C2H5NO3,Ethyl nitrate,,-190.4,-154.1,,,,,,
C2H5NS,Thioacetamide,-71.7,,11.4,,,,,,
C2H6,Ethane,,,-84.0,,,-32.0,,,229.2
C2H6Cd,Dimethyl cadmium,,63.6,101.6,,139.0,146.9,,201.9,303.0
C2H6Hg,Dimethyl mercury,,59.8,94.4,,140.3,146.1,,209.0,306.0
C2H6N2O,N-Methylurea,-332.8,,,,,,,,
C2H6N4O2,"1,2-Hydrazinedicarboxamide",-498.7,,,,,,,,
C2H6N4O2,"Ethanedioic acid, dihydrazide",-295.2,,,,,,,,
C2H6O,Ethanol,,-277.6,-234.8,,-174.8,-167.9,,160.7,281.6
C2H6O,Dimethyl ether,,-203.3,-184.1,,,-112.6,,,266.4
C2H6OS,Dimethyl sulfoxide,,-204.2,-151.3,,-99.9,,,188.3,
C2H6O2,Ethylene glycol,,-460.0,-392.2,,,,,163.2,303.8
C2H6O2S,Dimethyl sulfone,-450.1,,-373.1,-302.4,,-272.7,142.0,,310.6
C2H6O3S,Dimethyl sulfite,,-523.6,-483.4,,,,,,
C2H6O4S,Dimethyl sulfate,,-735.5,-687.0,,,,,,
